Identifier (RIC),Company Name,Country of Headquarters,"Company Market Cap
(EUR)","Total Assets
(FY-1, EUR)","Retained Earnings
(FY-1, EUR)","Earnings before Interest & Taxes (EBIT)
(FY-1, EUR)","Total Liabilities
(FY-1, EUR)","Revenue from Business Activities - Total
(FY-1, EUR)","Working Capital
(FY-1, EUR)",Organization Status Code,TRBC Economic Sector Name,Delisted Quote Flag,Issuer Rating,Credit Combined PD (%),Region
MOTA.LS,Mota Engil SGPS SA,Portugal,1467652515,7831226000,76763640.28,516868000,6982589000,5950913000,-312288000,Act,Industrials,FALSE,,0.01,South
MRV.AT,Minerva Knitwear SA,Greece,3529660.747,27585000,-8000,1225000,23233000,18691000,5353000,Act,Consumer Cyclicals,FALSE,,0,South
PROr.AT,Proodeftikh Technical Company SA,Greece,7772604.607,18053617,-268990,-170728,9545015,223827,2065668,Act,Industrials,FALSE,,0,South
NOS.LS,NOS SGPS SA,Portugal,2670404652,3359787000,91953000,269771000,2272809000,1696263000,-257733000,Act,Technology,FALSE,BBB,0,South
HELr.AT,Ellaktor SA,Greece,470755590.8,1503248000,-439073380.9,76134000,726258000,191156000,465618000,Act,Industrials,FALSE,,0,South
LPHr.AT,Lavipharm SA,Greece,264059503,125484000,8667000,5264000,72518000,52946000,5875000,Act,Healthcare,FALSE,,0,South
LOGM.CY,Logicom Public Ltd,Cyprus,235283877.5,786892357,46500963,37596663,422053207,1090984988,183716270,Act,Consumer Cyclicals,FALSE,,0,South
LANr.AT,Lanakam SA,Greece,8897963.127,14200860.95,293735.62,559734,4874107.51,2430600.36,-1436645.96,Act,Consumer Cyclicals,FALSE,,0,South
LKPG.LJ,Luka Koper dd,Slovenia,1468195048,814367538,30879264,68240672,229563965,330064897,124592682,Act,Industrials,FALSE,,0,South
ESON.LS,Estoril Sol SGPS SA,Portugal,35457714.05,344619993,5653829,23740859,212200337,214812526,50248497,Act,Consumer Cyclicals,FALSE,,,South
SCT.LS,Toyota Caetano Portugal SA,Portugal,262177687.1,455497973,17119170,28102513,285469958,511570632,26354490,Act,Consumer Cyclicals,FALSE,,0,South
VAF.LS,VAA Vista Alegre Atlantis SGPS SA,Portugal,179165304.1,258040000,4055000,13316000,168707000,136767000,24591000,Act,Consumer Cyclicals,FALSE,,0,South
PHRA.LS,Pharol SGPS SA,Portugal,70737525.03,95033159,24224749,-2408510,2831828,,13366442,Act,Technology,FALSE,WR,0,South
IDEr.AT,Ideal Holdings SA,Greece,362459811.5,791226000,-1607680.4,32872000,571507000,374244000,140013000,Act,Consumer Cyclicals,FALSE,,0,South
OTEr.AT,Hellenic Telecommunications Organization SA,Greece,7861432849,4995200000,181000000,667400000,3030300000,3590800000,-374800000,Act,Technology,FALSE,WR,0,South
TOPK.CY,Top Kinisis Travel Public Ltd,Cyprus,3659104.913,6253150,325102.78,1027246,3594479,25779964,-958632,Act,Consumer Cyclicals,FALSE,,0,South
MKOG.LJ,Melamin dd Kocevje,Slovenia,13472144.17,63692126,-533982,357429,33488040,46980347,774675,Act,Basic Materials,FALSE,,0,South
AMPF.MI,Amplifon SpA,Italy,2606636368,3992762000,79781000,266319000,2842538000,2409241000,-445080000,Act,Healthcare,FALSE,,0,South
ELHA.AT,Elvalhalcor Hellenic Copper and Aluminium Industry SA,Greece,1930121338,2445906000,100909000,170231000,1382726000,3438452000,480006000,Act,Basic Materials,FALSE,,0,South
MNSA.SCT,Minerales y Productos Derivados SA,Spain,4118560.772,905773000,37117798,98219000,359250000,447293000,381037000,Act,Basic Materials,FALSE,,0,South
CEMB.MI,Cembre SpA,Italy,1506048512,273208000,10978000,52900000,53465000,229713000,101132000,Act,Industrials,FALSE,,0,South
SRSr.AT,Gr Sarantis SA,Greece,942760000,600268594,26020473,61845384,225361026,600058051,183068652,Act,Consumer Non-Cyclicals,FALSE,,0,South
PRS.MC,Promotora de Informaciones SA,Spain,409635611.8,880067000,-11914000,112850000,1248546000,880194000,123699000,Act,Consumer Cyclicals,FALSE,B3,0,South
IQTr.AT,Quest Holdings SA,Greece,765700890.8,927461000,25826265.66,76064000,569818000,1325352000,233313000,Act,Technology,FALSE,,0,South
CPRI.MI,Davide Campari Milano NV,Italy,6716926808,8483300000,123400000,592400000,4628000000,3069700000,1696300000,Act,Consumer Non-Cyclicals,FALSE,,0,South
OLI.MI,OLIDATA SpA,Italy,29856530.23,88696000,1013000,3939000,74147000,95996000,-12564000,Act,Technology,FALSE,,0,South
GFRN.MI,Gefran S.p.a,Italy,152452579.6,162693000,5142000,15091000,63355000,132607000,62215000,Act,Industrials,FALSE,,0,South
CDUL.EUL,Conduril Engenharia SA,Portugal,27685963.76,372791281,-29403623,-19452773,225891364,111815812,67911332,Act,Industrials,FALSE,,,South
URBA.SCT,Urbar Ingenieros SA,Spain,3934451.379,6915524,127673,-192814,4363192,3305426,-622472,Act,Basic Materials,FALSE,,0,South
ERG.MI,ERG SpA,Italy,3540193399,6317771000,42809000,265894000,4094672000,732528000,348446000,Act,Utilities,FALSE,WD,0,South
EKTr.AT,Ekter Building Real Estate Hotel Commercial Industrial SA,Greece,151212707.6,51137889.82,8077250.46,10617128.6,24357588.46,79069677.62,16032808.94,Act,Industrials,FALSE,,0,South
AVAr.AT,Avax SA,Greece,508858832.6,1229997444,16819255.52,18349293,1072418122,651496479,180618709,Act,Industrials,FALSE,,0,South
ELBr.AT,Elve SA,Greece,20481320.91,21349320,-163318,2779421,2174179,14195485,12663419,Act,Consumer Cyclicals,FALSE,,0,South
ITTr.AT,Intertech SA,Greece,12537687.57,14863000,-678000,-158000,6227000,17417000,5146000,Act,Consumer Cyclicals,FALSE,,0,South
THRr.AT,Plastika Thrakis Plastics Holdings SA,Greece,200963620.9,435846000,3113000,16227000,160677000,370368000,83537000,Act,Consumer Cyclicals,FALSE,,0,South
TXTS.MI,TXT e solutions SpA,Italy,486485992.1,448377869,12895883,29180926,296552734,304544792,70576479,Act,Technology,FALSE,,0,South
SALR.LJ,Salus Ljubljana dd,Slovenia,500758633.2,217078431,4950887,16761678,132319939,648830142,39010617,Act,Healthcare,FALSE,,0,South
TCRG.LJ,Terme Catez dd,Slovenia,32266762.27,145271393,2299259,5253170,47305725,36865522,-9698833,Act,Consumer Cyclicals,FALSE,,0,South
NBA.LS,NOVABASE SGPS SA,Portugal,312346451.4,162396000,-32042000,7347000,77510000,134188000,65258000,Act,Technology,FALSE,,0,South
CETG.LJ,Cetis dd,Slovenia,139828099.8,129002735,18220870,20472623,44316990,125369036,41413227,Act,Industrials,FALSE,,0,South
AGRO.CY,Agros Development Company Proodos Public Ltd,Cyprus,7458477.984,13722830,431475,683920,5226112,3810874,296731,Act,Consumer Cyclicals,FALSE,,0,South
CYPC.CY,Cyprus Cement PCL,Cyprus,184941175.8,406703000,1347000,-413000,55800000,568000,18946000,Act,Basic Materials,FALSE,,0,South
DOME.CY,Dome Investments PCL,Cyprus,,59083977,516576,1312426,26199256,5585441,4395086,Act,Consumer Cyclicals,FALSE,,,South
FORS.CY,Cyprus Forest Industries Public Ltd,Cyprus,4217038.866,16251911,-816854,-447447,5017787,5766269,1375548,Act,Basic Materials,FALSE,,0,South
KEO.CY,KEO PLC,Cyprus,126390388.7,130551000,7604000,9365000,29928000,75329000,29009000,Act,Consumer Non-Cyclicals,FALSE,,0,South
KG.CY,K + G Complex PCL,Cyprus,56765297.71,113886000,617997.0061,-109000,462000,,777000,Act,Industrials,FALSE,,0,South
LCH.CY,Leptos Calypso Hotels Public Ltd,Cyprus,21327272.67,161041550,2722084,5619543,88052880,35416642,-11201781,Act,Consumer Cyclicals,FALSE,,0,South
LHH.CY,Lordos Hotels Holdings Public Ltd,Cyprus,50700947.52,131424194,2144941,5214014,29596008,24392173,764052,Act,Consumer Cyclicals,FALSE,,0,South
PHTK.CY,Philoktimatiki Public Ltd,Cyprus,556678.9326,12761700,-433300,-242093,4960076,304722,-2879822,Act,Consumer Cyclicals,FALSE,,0,South
CTC.CY,Cyprus Trading Corp PLC,Cyprus,22538406.73,411688272,,10531942,361680950,286094772,-90871459,Act,Consumer Cyclicals,FALSE,,0,South
VCW.CY,Vassilico Cement Works PCL,Cyprus,366422861.1,305919000,5019575.37,34446000,43541000,137783000,68895000,Act,Basic Materials,FALSE,,0,South
SFC.MT,Simonds Farsons Cisk PLC,Malta,219330362.2,228495000,10833000,15606000,63299000,101802000,38795000,Act,Consumer Non-Cyclicals,FALSE,,0,South
SOLS.MI,SOL SpA,Italy,5208846410,2138942000,109922000,235750000,1060091000,1610444000,497668000,Act,Basic Materials,FALSE,,0,South
A2.MI,A2A SpA,Italy,7140511524,19983000000,551000000,1327000000,13891000000,12857000000,668000000,Act,Utilities,FALSE,Baa2,0,South
AGSr.AT,House of Agriculture Spiroy SA,Greece,3919662.276,36050803,-325552,902040,36016187,16392764,-3956267,Act,Consumer Non-Cyclicals,FALSE,,0,South
KONL.ZA,Koncar Inc,Croatia,2651167547,1247632000,94958000,162915000,597579000,1054377000,350318000,Act,Industrials,FALSE,,0,South
YKNOTr.AT,Y/KNOT Invest SA,Greece,55376589.78,35559781,-2133787,-1476393,29826782,40887671,-2381800,Act,Consumer Cyclicals,FALSE,,0,South
BYLOTr.AT,Bally's Intralot SA,Greece,2234880137,589657000,4878000,53739000,534248000,384316000,53732000,Act,Consumer Cyclicals,FALSE,B (high),0,South
JANF.ZA,Janaf dd,Croatia,875586042.3,746804000,17193984.9,51190000,27700000,126340000,178969000,Act,Energy,FALSE,,0,South
RIVP.ZA,Valamar Riviera dd,Croatia,1030905294,958945000,-1240721.32,52935000,510331000,416894000,-87216000,Act,Consumer Cyclicals,FALSE,,0,South
FRO.N,Frontline PLC,Cyprus,6946795868,6008677481,59371941.2,646758912.8,3748296653,1980466872,222504724,Act,Energy,FALSE,,0,South
KRAR.ZA,Kras dd,Croatia,187097613.1,167849091,6077668.5,10952426,54668502,187420170,47436911,Act,Consumer Non-Cyclicals,FALSE,,0,South
IBS.LS,Ibersol SGPS SA,Portugal,401136273.1,761277596,-9728769,59480779,418707547,474300845,10870175,Act,Consumer Cyclicals,FALSE,,0,South
MTV.MI,Mondo Tv SpA Icc,Italy,5145137.792,16000000,-22160000,-3212000,17893000,5399000,-4721000,Act,Consumer Cyclicals,FALSE,,0.02,South
IBG.MC,Iberpapel Gestion SA,Spain,205330916.4,407679000,12366256.29,24629000,68061000,238189000,159750000,Act,Basic Materials,FALSE,,0,South
ATPr.AT,Attica Publications SA,Greece,18184644.38,30107992.06,1418181.95,2586200.42,20237410.48,21636617.36,2505790.21,Act,Consumer Cyclicals,FALSE,,0,South
REY.MI,Reply SpA,Italy,3362894285,2630935000,168139000,373002000,1327975000,2295938000,535400000,Act,Technology,FALSE,,0,South
IMSI.MI,Immsi SpA,Italy,163423757,2310351000,-5880550,128578000,1924948000,1748351000,-473227000,Act,Consumer Cyclicals,FALSE,,0,South
IHI.MT,International Hotel Investments PLC,Malta,356658788.6,1768336000,-10346000,32761000,931988000,287773000,6336000,Act,Consumer Cyclicals,FALSE,,0,South
BRIO.MC,Bodegas Riojanas SA,Spain,5354166.358,57239000,-1996000,-906000,38613000,16093000,24753000,Act,Consumer Non-Cyclicals,FALSE,,0.03,South
NXTE.MC,Nueva Expresion Textil SA,Spain,423724037.1,46434000,3031000,2963000,53600000,24039000,-16403000,Act,Consumer Cyclicals,FALSE,,0,South
QUAr.AT,Quality and Reliability High Tech Applications Industrial and Commercial SA,Greece,43037189.73,19061291.87,328528.19,1615170.52,15765092.09,15168729.95,3028108.71,Act,Technology,FALSE,,0,South
PLAKR.AT,Crete Plastics S.a,Greece,393776383.8,519253000,27901114.5,56902000,64125000,385067000,294692000,Act,Basic Materials,FALSE,,0,South
SABF.MI,Sabaf SpA,Italy,158390217.6,353624000,-292000,20706000,179880000,285091000,67221000,Act,Industrials,FALSE,,0,South
TFI.MI,Trevi Finanziaria Industriale SpA,Italy,231730845.7,750440000,1527000,43276000,590613000,650230000,212081000,Act,Industrials,FALSE,,0,South
ACE.MI,Acea SpA,Italy,4607155843,12226070000,113187488.4,621220000,9350503000,2830474000,-1042581000,Act,Utilities,FALSE,baa1,0,South
CICG.LJ,Cinkarna Celje dd,Slovenia,241288490.6,271353718,9087250,27356662,60317242,200285413,112997370,Act,Basic Materials,FALSE,,0,South
SPSO.LS,Sporting Clube de Portugal Futebol SAD,Portugal,196698876.3,374400000,12079000,-76424000,353421000,103152000,-82897000,Act,Consumer Cyclicals,FALSE,,0,South
EBRO.MC,Ebro Foods SA,Spain,2750808760,4010946000,101700000,304870000,1645797000,3140493000,522954000,Act,Consumer Non-Cyclicals,FALSE,,0,South
TSL.MI,Tessellis SpA,Italy,27022739.31,303340000,-62373000,-47373000,277979000,231220000,-122852000,Act,Technology,FALSE,,0.02,South
AC5.MI,Acinque SpA,Italy,453333412.5,1044112000,4287000,39506000,521853000,562770000,53038000,Act,Utilities,FALSE,,0,South
CED.MI,Caltagirone Editore SpA,Italy,298383177.2,618584000,3919389.52,-5329000,91815000,102219000,4552000,Act,Consumer Cyclicals,FALSE,,0,South
FINr.AT,Philippos Nakas SA,Greece,21529532.28,29625958.01,27870.25,2765791.85,10690077.08,27955815.03,8994128.49,Act,Consumer Cyclicals,FALSE,,0,South
HEPr.AT,HELLENiQ ENERGY Holdings SA,Greece,3357858990,7754354000,-169411000,465235000,4963500000,12767894000,738134000,Act,Energy,FALSE,,0,South
MLTAC.MT,GO PLC,Malta,254988954.4,430588000,1315000,34956000,344390000,244875000,-42068000,Act,Technology,FALSE,,0,South
IGV.MI,I Grandi Viaggi SpA,Italy,100671633.8,104706000,3081000,2801000,33409000,62589000,3125000,Act,Consumer Cyclicals,FALSE,,0,South
DAIr.AT,Daios Plastics SA,Greece,147718399.7,173706184.7,7443464.5,13398060.18,107866196.5,58064641.87,-13227887.44,Act,Basic Materials,FALSE,,0,South
BCNT.MI,Basic Net SpA,Italy,385625923.7,467706000,17749280,40801000,297360000,346802000,43787000,Act,Consumer Cyclicals,FALSE,,0,South
DKRr.AT,Domiki Kritis SA,Greece,40599682.92,28458577,99959,912286,14999916,15682369,2903789,Act,Industrials,FALSE,,0,South
OLTr.AT,Thessaloniki Port Authority SA,Greece,392637304.2,273061000,7863000,34364000,75355000,100652000,112057000,Act,Industrials,FALSE,,0,South
CAI.MI,Cairo Communication SpA,Italy,333615110.2,1812500000,23693468.96,108500000,882900000,1037300000,-17300000,Act,Consumer Cyclicals,FALSE,,0,South
GLINT.LS,Glintt Global SA,Portugal,105964429.7,186678837,2059060,13441930,102577812,122330093,-17423126,Act,Technology,FALSE,,0,South
MEDr.AT,Medicon Hellas SA,Greece,12624581.5,31484213.04,1047914.05,1653691.54,12914923.3,18124435.77,17742140.54,Act,Healthcare,FALSE,,0,South
IKTr.AT,Greek Marble Industry Technical and Tourist Company Iktinos Hellas SA,Greece,41333171.11,117740051,-4351074,-2015105,75424489,31457208,-24943157,Act,Basic Materials,FALSE,,0,South
MDBr.AT,"N. Varveris Moda Bagno Eidi Ygieinis Plakidia Kai Epiploseis, Anonymos Viomichaniki Kai Emporiki Etairia",Greece,129253899.4,49214112,2808774.7,5645007,23593920,33687086,12254994,Act,Consumer Cyclicals,FALSE,,0,South
ELEN.MI,El En SpA,Italy,1384930932,740721199,45978902,78145969,329919102,565845501,302394895,Act,Healthcare,FALSE,,0,South
ENEI.MI,Enel SpA,Italy,1.03E+11,1.87E+11,2243000000,11608000000,1.38E+11,73914000000,-8791000000,Act,Utilities,FALSE,Baa1,0,South
SCLB.EUL,Sporting Clube de Braga Futebol SAD,Portugal,23970531.39,168032671,,15044542,88027655,17893156,-25582829,Act,Consumer Cyclicals,FALSE,,0.01,South
AUTr.AT,Autohellas Tourist and Trading SA,Greece,542957367,1606158307,44048351.1,129256154,1116270433,985687604,33774923,Act,Consumer Cyclicals,FALSE,,0,South
MATr.AT,Mathios Refractory SA,Greece,6227643.882,21459941,-777595,304381,15209581,12211112,-3026217,Act,Basic Materials,FALSE,,0,South
PTRr.AT,Petros Petropoulos SA,Greece,56493748.38,146780306,3326198.072,16446213.98,89872535.86,239504393.5,40114053.85,Act,Consumer Cyclicals,FALSE,,0,South
FRIr.AT,Frigoglass SAIC,Greece,40904800.12,1983000,-166000,1003000,257000,,340000,Act,Industrials,FALSE,WR,0,South
ASCr.AT,As Commercial and Industrial Company of Computers and Games SA,Greece,60371103.78,48823799,1726352.047,4614543,9485686,31007216,30478707,Act,Consumer Cyclicals,FALSE,,0,South
BWZ.MI,Beewize SpA,Italy,4132376.338,8029000,-1701000,-1484000,10656000,4978000,-6402000,Act,Consumer Cyclicals,FALSE,,0,South
IREE.MI,Iren S.p.A.,Italy,3206756354,12211318000,101561504.3,529538000,8867621000,5903454000,-363563000,Act,Utilities,FALSE,BBB-,0.01,South
BLUI.CY,Blue Island PLC,Cyprus,25749507.11,29526381,2304895.9,2523639,7932741,36703291,12259825,Act,Consumer Non-Cyclicals,FALSE,,0,South
DURr.AT,Duros SA,Greece,990325,7398811.15,,-526913.12,11580548.83,1442336.75,-9277792.73,Act,Consumer Cyclicals,FALSE,,0,South
EYDr.AT,Athens Water Supply and Sewerage Company SA,Greece,1142405563,1503979000,4002000,15074000,503263000,373747000,392190000,Act,Utilities,FALSE,,0,South
LRPL.CY,Lordos United Public Ltd,Cyprus,9892937.449,45321897,762032,2050472,24353207,27434318,964598,Act,Consumer Cyclicals,FALSE,,0,South
ELNr.AT,Elton International Trading Company SA,Greece,48989666.8,120773820,2580973,7477820,51130084,161187399,51864544,Act,Basic Materials,FALSE,,0,South
KRDr.AT,Kordellou Bros SA,Greece,9221251.586,55849432,-814011,673417,34201799,44279652,24296531,Act,Basic Materials,FALSE,,0,South
SNC.LS,Sonaecom SGPS SA,Portugal,895558335.6,1366152691,8623255.96,-8973806,47842028,18872673,181593779,Act,Consumer Cyclicals,FALSE,,0,South
IMPA.LS,Impresa Sociedade Gestora de Participacoes Sociais SA,Portugal,30437780.76,340472663,-66407716,-52251829,250779802,176989336,-65526533,Act,Consumer Cyclicals,FALSE,,0,South
PHL.CY,Petrolina Holdings Public Ltd,Cyprus,107492851.7,368965299,975272,6170861,229889257,570116760,-54009236,Act,Energy,FALSE,,0,South
G2M.ST,Gentoo Media Inc,Malta,62903308.33,168725000,23629000,39033000,178405000,122773000,-45124000,Act,Consumer Cyclicals,FALSE,,0,South
DIB.MI,Digital Bros SpA,Italy,147604323.3,230810000,-2214000,7166000,103124000,117934000,-34592000,Act,Technology,FALSE,,0,South
SPAr.AT,Space Hellas SA,Greece,45011244.01,189235000,815955.2,10891000,158353000,155171000,35301000,Act,Technology,FALSE,,0,South
ROLS.CY,Rolandos Enterprises Public Ltd,Cyprus,324600.7621,5916571,-699849,-702546,1678132,2333955,954759,Act,Consumer Non-Cyclicals,FALSE,,,South
CRSJ.CY,Chris Joannou Public Ltd,Cyprus,673851.003,8170377,-674,148113,5068423,5167908,-1635840,Act,Consumer Non-Cyclicals,FALSE,,0,South
DROr.AT,Dromeas SA Office Furniture Industry,Greece,11374176.95,61727042,801554,2853592,34282156,28163762,12301264,Act,Industrials,FALSE,,0,South
VOGr.AT,Voyatzoglou SA,Greece,12602881.42,41610000,-357125,1201000,22304000,41766000,11140000,Act,Industrials,FALSE,,0,South
BSS.MI,Biesse SpA,Italy,154908237.1,818218000,-20291000,17120000,554845000,754698000,111655000,Act,Industrials,FALSE,,0,South
TSH.CY,A Tsokkos Hotels Public Ltd,Cyprus,12713759.43,534193933,-2768868,5703809,298913458,54143126,-33041586,Act,Consumer Cyclicals,FALSE,,,South
DLG.MI,De' Longhi SpA,Italy,5548721321,4336126000,83916523.5,433671000,2071733000,3497555000,920811000,Act,Consumer Cyclicals,FALSE,,0,South
CLII.MI,Centrale del Latte d'Italia SpA,Italy,56630461.31,258031330,4419221,9926433,189151913,349711916,-19592033,Act,Consumer Non-Cyclicals,FALSE,,0,South
FDA.MI,Fidia SpA,Italy,11230900.82,28303000,,-6186000,25346000,17486000,-4349000,Act,Industrials,FALSE,,0.01,South
OPR.MI,Ops Retail SpA,Italy,539192.5627,53062000,-13390000,-13070000,39744000,28765000,-9616000,Act,Consumer Cyclicals,FALSE,,0.02,South
ITX.MC,Industria de Diseno Textil SA,Spain,1.74E+11,34714000000,1069000000,7673000000,15038000000,38632000000,6169000000,Act,Consumer Cyclicals,FALSE,,0,South
SERK.MI,Seri Industrial SpA,Italy,154190389,759935000,26167000,4000000,604067000,201522000,41938000,Act,Industrials,FALSE,,0.01,South
FBI.CY,Alkis H Hadjikyriacos Frou Frou Biscuits Public Ltd,Cyprus,48777220.63,90780068,878711,3914982,17299141,24394370,528595,Act,Consumer Non-Cyclicals,FALSE,,0,South
MORr.AT,Motor Oil Hellas Corinth Refineries SA,Greece,4220074831,7277995000,96012486.94,647215000,4519208000,12187917000,1501064000,Act,Energy,FALSE,,0,South
PRT.MI,Esprinet SpA,Italy,331842821,2010522000,21521000,45516000,1621275000,4141562000,293308000,Act,Technology,FALSE,,0,South
ITWY.MI,Itway SpA,Italy,10812851.36,39111000,-275000,958000,26399000,49086000,3431000,Act,Technology,FALSE,,0,South
DEHr.AT,Public Power Corporation SA,Greece,13747119166,27249849000,62256000,952427000,21208903000,8978607000,466316000,Act,Utilities,FALSE,BB-,0,South
EISr.AT,European Innovation Solutions SA,Greece,29727900.26,11582301.7,2049527.14,2456489.79,4212243.16,5661244.61,4122625.39,Act,Industrials,FALSE,,0,South
TEN.N,Tsakos Energy Navigation Ltd,Greece,971871883.9,3580129600,99927184.5,222056546.4,1873194018,776642519.9,41808015.6,Act,Energy,FALSE,,0,South
DISP.CY,Display Art PLC,Cyprus,337246.8994,3615388,177121,285850,2460531,2141173,-382813,Act,Consumer Cyclicals,FALSE,,0,South
TWSr.AT,Thessaloniki Water Supply and Sewarage Company SA,Greece,164055815,239504000,3859500,8359000,52685000,85459000,110745000,Act,Utilities,FALSE,,0,South
SRG.MI,Snam SpA,Italy,21133073903,35789000000,313000000,1792000000,26816000000,3568000000,-1705000000,Act,Energy,FALSE,baa1,0,South
JUVE.MI,Juventus FC SpA,Italy,855536058.9,678981441,-199228786,-180799249,638784610,371707067,-168989929,Act,Consumer Cyclicals,FALSE,,0,South
AKTRr.AT,Aktor Holding Company Technical And Energy Projects SA,Greece,2726201449,1512012199,6919468,50353736,1336499230,1254923600,-11310143,Act,Industrials,FALSE,,0,South
KYTH.CY,K. Kythreotis Holdings Public Ltd,Cyprus,21029347.19,19753932,665167,1661558,4784416,17255983,3585703,Act,Basic Materials,FALSE,,0,South
ENAG.MC,Enagas SA,Spain,4607980299,7495935000,-403978000,287726000,5103791000,905546000,628709000,Act,Energy,FALSE,Baa1,0,South
DESr.AT,Centric Holdings SA,Greece,29390895.31,46198487.61,776887.91,-1241639.52,10369367.61,7084516.85,22693394.97,Act,Consumer Cyclicals,FALSE,,0,South
HIMR.ZA,Imperial Riviera dd,Croatia,295967636.8,382228969,2293670,15566376,141027778,115627853,-10722807,Act,Consumer Cyclicals,FALSE,,0,South
LRHR.ZA,Liburnia Riviera Hoteli dd,Croatia,146902928.2,119959000,4104000,6179235,46385000,60548000,1672000,Act,Consumer Cyclicals,FALSE,,0,South
DLKV.ZA,Dalekovod dd,Croatia,657084929,156441000,6067000,7308000,88130000,194489000,36829000,Act,Industrials,FALSE,,0,South
RJFE.MC,Laboratorio Reig Jofre SA,Spain,222835895.4,344853000,10382000,14992000,130903000,338895000,67580000,Act,Healthcare,FALSE,,0,South
